booking_id,booking_date,hotel_type,location,demand,star_rating,ac_type,lead_time,stay_duration,price_per_night,total_cost,is_canceled
360,2024-10-29,Resort,Mussoorie,Medium,3,ac,31,5,1516,7580,1
361,2025-07-17,City,Pune,High,3,ac,69,8,3639,29112,1
362,2025-07-16,Resort,Manali,Very High,3,ac,64,7,3703,25921,0
363,2025-08-04,City,Chennai,High,3,ac,32,2,3360,6720,1
364,2024-02-29,City,Hyderabad,High,4,ac,87,8,7019,56152,1
365,2024-05-17,Resort,Darjeeling,High,3,nonac,30,2,1635,3270,0
366,2024-06-29,City,Mumbai,Very High,4,ac,84,1,5298,5298,0
367,2024-02-08,Resort,Shimla,Very High,normal,ac,9,6,1573,9438,1
368,2025-07-06,Resort,Darjeeling,High,5,ac,63,6,14167,85002,1
369,2025-06-26,City,Delhi,Very High,3,ac,66,4,2487,9948,0
370,2025-01-08,City,Kolkata,High,3,nonac,75,8,2143,17144,1
371,2024-10-24,City,Kolkata,High,3,ac,16,7,2363,16541,0
372,2025-05-03,City,Kochi,Medium,5,nonac,7,7,6615,46305,1
373,2025-12-18,City,Indore,Low,5,ac,50,1,6501,6501,0
374,2025-11-16,Resort,Mahabaleshwar,Medium,normal,ac,27,6,896,5376,0
375,2025-04-04,City,Bengaluru,Very High,4,nonac,44,5,6170,30850,1
376,2024-09-30,City,Hyderabad,High,normal,ac,63,6,1228,7368,0
377,2025-07-27,Resort,Mahabaleshwar,Medium,normal,nonac,40,6,639,3834,0
378,2024-10-24,City,Lucknow,Medium,4,ac,44,4,4007,16028,1
379,2024-01-03,Resort,Mahabaleshwar,Medium,normal,ac,77,1,732,732,0
380,2024-12-23,City,Delhi,Very High,normal,ac,12,7,1300,9100,0
381,2024-08-02,City,Chandigarh,Medium,4,ac,84,6,3980,23880,0
382,2025-03-29,Resort,Goa,Very High,4,nonac,38,6,4734,28404,0
383,2024-05-02,Resort,Coorg,High,normal,ac,81,9,1045,9405,0
384,2024-08-13,Resort,Shimla,Very High,normal,ac,35,3,1897,5691,1
385,2024-02-16,Resort,Udaipur,Very High,normal,ac,89,2,1836,3672,0
386,2025-07-07,Resort,Rishikesh,High,normal,ac,21,6,1187,7122,0
387,2024-04-01,City,Jaipur,Medium,normal,ac,36,5,728,3640,0
388,2024-09-06,City,Surat,Medium,5,nonac,47,9,5274,47466,1
389,2024-03-26,Resort,Udaipur,Very High,normal,ac,81,5,1962,9810,0
390,2025-07-07,Resort,Munnar,High,3,ac,7,2,3335,6670,1
391,2024-09-15,Resort,Manali,Very High,5,ac,52,7,13385,93695,1
392,2024-01-16,City,Kolkata,High,4,ac,79,8,6602,52816,0
393,2024-03-18,City,Surat,Medium,normal,ac,26,8,694,5552,0
394,2024-09-21,Resort,Udaipur,Very High,3,ac,82,3,3470,10410,0
395,2024-03-09,City,Bengaluru,Very High,5,ac,43,5,16125,80625,0
396,2024-04-20,Resort,Mahabaleshwar,Medium,3,ac,64,9,2442,21978,1
397,2025-12-04,Resort,Kasauli,Medium,3,ac,12,5,2142,10710,0
398,2024-08-18,City,Jaipur,Medium,normal,ac,92,6,1029,6174,1
399,2025-11-10,Resort,Mahabaleshwar,Medium,3,ac,92,8,2413,19304,0
400,2025-06-08,Resort,Ooty,High,normal,ac,62,2,1104,2208,0
401,2025-07-11,City,Kochi,Medium,4,ac,45,9,3835,34515,1
402,2025-04-20,Resort,Mussoorie,Medium,4,ac,24,9,3918,35262,0
403,2024-09-05,City,Jaipur,Medium,3,nonac,16,4,1342,5368,0
404,2025-08-09,Resort,Rishikesh,High,4,nonac,24,7,3703,25921,1
405,2024-12-11,City,Mumbai,Very High,normal,ac,57,7,1317,9219,1
406,2025-07-05,Resort,Darjeeling,High,4,ac,6,7,5042,35294,1
407,2025-09-02,City,Jaipur,Medium,4,nonac,25,7,2553,17871,0
408,2025-02-04,City,Lucknow,Medium,4,nonac,92,1,3070,3070,1
409,2024-08-25,Resort,Udaipur,Very High,normal,nonac,19,1,1057,1057,0
410,2024-01-27,City,Lucknow,Medium,4,ac,27,5,3881,19405,0
411,2024-04-27,City,Kochi,Medium,3,nonac,39,5,1682,8410,0
412,2025-12-18,Resort,Ooty,High,3,ac,6,6,3036,18216,0
413,2024-10-22,Resort,Rishikesh,High,3,nonac,18,8,1888,15104,0
414,2024-02-15,Resort,Kasauli,Medium,normal,ac,65,9,908,8172,0
415,2025-09-26,Resort,Ooty,High,3,ac,55,1,3221,3221,1
416,2025-03-08,City,Pune,High,3,nonac,39,5,1866,9330,0
417,2024-10-06,City,Chennai,High,3,ac,60,9,2996,26964,1
418,2024-09-10,City,Hyderabad,High,4,ac,75,1,6601,6601,1
419,2024-12-13,Resort,Mussoorie,Medium,3,ac,73,6,2386,14316,0
420,2025-07-13,Resort,Goa,Very High,3,ac,66,1,3068,3068,1
421,2025-08-15,Resort,Udaipur,Very High,3,ac,72,9,3304,29736,1
422,2024-11-09,Resort,Manali,Very High,3,ac,70,3,2919,8757,0
423,2025-08-17,City,Ahmedabad,Medium,3,nonac,70,6,1295,7770,0
424,2024-04-04,City,Mumbai,Very High,5,ac,86,4,15214,60856,1
425,2024-12-28,City,Mumbai,Very High,4,ac,28,1,8598,8598,1
426,2024-02-14,City,Delhi,Very High,normal,nonac,70,1,1535,1535,0
427,2025-01-28,City,Mumbai,Very High,3,ac,68,2,3643,7286,0
428,2025-07-29,Resort,Munnar,High,3,ac,25,9,3463,31167,0
429,2025-09-30,City,Delhi,Very High,3,nonac,86,8,1926,15408,1
430,2024-09-28,City,Mumbai,Very High,5,ac,57,2,11572,23144,1
431,2024-04-19,City,Kochi,Medium,3,nonac,18,7,1534,10738,1
432,2024-05-09,Resort,Rishikesh,High,4,ac,73,7,6322,44254,0
433,2024-06-07,Resort,Darjeeling,High,5,nonac,15,5,6134,30670,1
434,2024-01-21,City,Delhi,Very High,normal,nonac,88,9,1339,12051,0
435,2024-01-14,City,Bengaluru,Very High,normal,nonac,91,2,941,1882,0
436,2024-09-26,Resort,Kasauli,Medium,3,ac,29,2,2449,4898,0
437,2025-12-24,City,Bhopal,Low,normal,nonac,35,7,420,2940,0
438,2025-01-22,Resort,Manali,Very High,normal,nonac,95,7,1209,8463,0
439,2025-08-04,Resort,Udaipur,Very High,5,ac,90,2,17581,35162,0
440,2024-09-13,City,Indore,Low,5,ac,88,8,4511,36088,1
441,2025-06-14,City,Ahmedabad,Medium,4,ac,37,4,2948,11792,1
442,2025-08-23,Resort,Mussoorie,Medium,4,ac,23,3,2997,8991,0
443,2025-11-22,City,Ahmedabad,Medium,normal,ac,44,2,855,1710,0
444,2024-04-14,City,Kochi,Medium,3,nonac,53,3,1288,3864,0
445,2025-08-04,Resort,Andaman Islands,High,normal,ac,40,5,1096,5480,0
446,2025-10-26,Resort,Andaman Islands,High,3,ac,42,9,3474,31266,1
447,2024-01-24,Resort,Manali,Very High,3,ac,56,7,3758,26306,1
448,2025-08-23,Resort,Manali,Very High,4,ac,86,3,7819,23457,0
449,2024-04-21,City,Bengaluru,Very High,normal,ac,84,9,1510,13590,0
450,2025-04-02,City,Chandigarh,Medium,normal,nonac,97,7,351,2457,0
451,2024-10-05,Resort,Udaipur,Very High,4,nonac,30,5,5277,26385,0
452,2025-09-18,Resort,Andaman Islands,High,4,ac,85,6,5824,34944,0
453,2024-10-07,City,Kochi,Medium,3,nonac,48,4,1640,6560,1
454,2024-03-25,Resort,Udaipur,Very High,normal,ac,45,9,1887,16983,0
455,2025-10-27,City,Mumbai,Very High,5,ac,81,9,16610,149490,1
456,2025-11-09,City,Kolkata,High,normal,ac,43,4,1320,5280,1
457,2025-11-23,City,Hyderabad,High,4,ac,62,4,5459,21836,1
458,2025-08-10,City,Ahmedabad,Medium,normal,ac,12,9,828,7452,1
459,2024-02-02,City,Mumbai,Very High,4,nonac,93,3,4979,14937,1
460,2025-05-24,City,Kochi,Medium,4,ac,7,4,4063,16252,1
461,2024-12-16,City,Indore,Low,4,ac,90,3,2922,8766,0
462,2025-02-01,Resort,Mussoorie,Medium,3,ac,43,4,2224,8896,0
463,2025-06-22,Resort,Andaman Islands,High,normal,ac,9,8,1435,11480,0
464,2024-08-10,Resort,Rishikesh,High,4,nonac,70,2,4467,8934,0
465,2025-06-16,Resort,Coorg,High,3,nonac,90,1,2562,2562,0
466,2024-04-07,City,Hyderabad,High,4,ac,52,7,6753,47271,0
467,2025-11-11,City,Mumbai,Very High,4,ac,83,1,5922,5922,0
468,2024-05-01,Resort,Shimla,Very High,3,ac,61,5,3541,17705,0
469,2025-09-04,City,Chennai,High,5,ac,68,8,8041,64328,0
470,2025-07-18,Resort,Shimla,Very High,3,ac,96,9,3260,29340,0
471,2025-12-14,City,Jaipur,Medium,4,ac,51,1,4746,4746,0
472,2025-04-19,Resort,Munnar,High,4,ac,15,5,5025,25125,1
473,2024-07-05,City,Kolkata,High,3,ac,3,4,2926,11704,0
474,2025-08-31,Resort,Munnar,High,3,ac,66,8,2831,22648,0
475,2025-02-01,City,Pune,High,4,nonac,42,5,4190,20950,1
476,2025-09-13,Resort,Manali,Very High,3,ac,78,7,3360,23520,0
477,2025-12-03,City,Surat,Medium,3,ac,50,2,2196,4392,1
478,2025-11-22,Resort,Goa,Very High,4,ac,19,2,6354,12708,1
479,2024-03-21,Resort,Coorg,High,normal,ac,45,8,1127,9016,0
480,2025-01-22,City,Chennai,High,normal,nonac,75,9,569,5121,0
481,2024-08-16,Resort,Rishikesh,High,normal,ac,97,5,1291,6455,1
482,2025-03-06,Resort,Andaman Islands,High,3,ac,21,6,3386,20316,1
483,2025-10-13,City,Kolkata,High,5,nonac,56,8,5764,46112,0
484,2025-06-26,Resort,Manali,Very High,4,ac,85,4,8005,32020,1
485,2024-07-06,Resort,Darjeeling,High,5,nonac,56,7,8152,57064,1
486,2024-05-01,Resort,Coorg,High,normal,nonac,83,1,954,954,1
487,2025-02-05,City,Delhi,Very High,4,nonac,50,2,5847,11694,1
488,2025-06-15,City,Kolkata,High,3,ac,93,2,2441,4882,0
489,2025-07-23,Resort,Ooty,High,normal,nonac,38,8,756,6048,1
490,2024-12-22,Resort,Shimla,Very High,4,ac,8,1,7316,7316,0
491,2025-06-08,City,Pune,High,normal,ac,40,4,1175,4700,0
492,2025-12-18,Resort,Kasauli,Medium,normal,ac,32,7,992,6944,0
493,2024-01-29,City,Bengaluru,Very High,3,nonac,55,9,2690,24210,0
494,2024-10-30,City,Delhi,Very High,4,ac,44,1,9039,9039,1
495,2024-12-23,City,Hyderabad,High,4,nonac,34,3,3607,10821,0
496,2025-11-13,City,Lucknow,Medium,3,ac,21,8,2359,18872,1
497,2024-11-26,Resort,Coorg,High,normal,nonac,20,1,807,807,1
498,2025-05-15,City,Pune,High,normal,ac,27,6,1395,8370,0
499,2025-09-08,Resort,Andaman Islands,High,normal,nonac,50,2,687,1374,0
500,2025-10-30,Resort,Shimla,Very High,5,ac,56,8,11772,94176,0
501,2024-04-30,Resort,Andaman Islands,High,5,nonac,23,1,6989,6989,1
502,2024-02-20,City,Mumbai,Very High,5,ac,63,2,18539,37078,0
503,2024-11-04,City,Bengaluru,Very High,4,ac,58,2,7944,15888,0
504,2024-07-09,Resort,Mahabaleshwar,Medium,5,ac,80,9,6833,61497,1
505,2025-03-10,Resort,Munnar,High,4,ac,77,2,4977,9954,1
506,2024-05-26,City,Lucknow,Medium,5,ac,85,8,9628,77024,1
507,2025-07-26,Resort,Shimla,Very High,4,ac,7,1,6248,6248,0
508,2024-01-07,Resort,Shimla,Very High,3,ac,89,5,4030,20150,0
509,2025-02-24,Resort,Munnar,High,3,ac,80,6,2011,12066,1
510,2024-01-23,Resort,Andaman Islands,High,3,ac,85,1,2588,2588,0
511,2024-01-22,Resort,Lonavala,Medium,4,nonac,29,4,2850,11400,0
512,2024-08-31,City,Delhi,Very High,3,ac,49,4,3060,12240,1
513,2024-11-13,Resort,Mussoorie,Medium,4,ac,36,3,3659,10977,0
514,2025-04-26,Resort,Udaipur,Very High,4,ac,30,1,6273,6273,0
515,2024-04-19,City,Ahmedabad,Medium,normal,nonac,85,7,561,3927,0
516,2025-12-07,City,Hyderabad,High,3,nonac,34,6,1428,8568,1
517,2024-04-04,City,Chandigarh,Medium,5,nonac,53,4,5889,23556,0
518,2024-04-25,Resort,Munnar,High,3,nonac,49,7,2304,16128,1
519,2025-01-05,Resort,Kasauli,Medium,3,ac,28,3,1412,4236,0
520,2025-08-05,City,Chandigarh,Medium,5,ac,84,6,7053,42318,1
521,2024-11-28,Resort,Lonavala,Medium,normal,nonac,3,7,483,3381,0
522,2025-10-02,City,Indore,Low,3,nonac,24,4,953,3812,1
523,2025-10-17,Resort,Goa,Very High,3,nonac,78,8,2183,17464,0
524,2024-03-09,Resort,Coorg,High,5,ac,20,6,14231,85386,1
525,2025-07-25,Resort,Ooty,High,4,ac,8,9,5609,50481,0
526,2025-10-06,City,Kochi,Medium,3,ac,18,4,1505,6020,1
527,2024-12-16,City,Mumbai,Very High,5,ac,49,8,12271,98168,1
528,2025-07-19,City,Delhi,Very High,5,ac,17,6,13108,78648,1
529,2024-10-14,City,Chennai,High,4,ac,64,8,5563,44504,0
530,2025-06-25,Resort,Udaipur,Very High,5,ac,4,4,17113,68452,1
531,2025-01-25,Resort,Lonavala,Medium,4,nonac,23,6,3304,19824,1
532,2025-03-21,Resort,Shimla,Very High,4,nonac,50,9,4639,41751,0
533,2025-11-09,Resort,Manali,Very High,3,ac,76,3,2669,8007,0
534,2025-01-09,Resort,Ooty,High,3,ac,34,5,2882,14410,0
535,2025-06-15,Resort,Darjeeling,High,normal,nonac,50,7,786,5502,1
536,2025-06-26,Resort,Ooty,High,4,ac,1,5,5886,29430,0
537,2024-12-01,Resort,Lonavala,Medium,normal,ac,35,8,770,6160,1
538,2024-11-03,City,Mumbai,Very High,3,ac,94,1,3400,3400,0
539,2024-01-19,City,Lucknow,Medium,normal,nonac,21,8,497,3976,0
540,2024-01-15,City,Kolkata,High,3,nonac,35,3,2087,6261,0
541,2025-06-03,Resort,Kodaikanal,Low,3,nonac,87,9,1058,9522,0
542,2025-03-31,Resort,Manali,Very High,4,ac,79,3,5149,15447,0
543,2024-02-02,City,Ahmedabad,Medium,5,ac,23,6,10207,61242,0
544,2025-11-27,Resort,Ooty,High,5,nonac,59,4,6501,26004,1
545,2024-05-07,Resort,Mussoorie,Medium,4,nonac,65,4,2608,10432,1
546,2024-08-14,City,Jaipur,Medium,5,nonac,31,3,6770,20310,1
547,2025-10-21,City,Pune,High,3,nonac,27,1,2515,2515,0
548,2024-08-20,Resort,Kodaikanal,Low,3,nonac,87,7,878,6146,0
549,2025-03-19,City,Surat,Medium,3,ac,84,5,2360,11800,0
550,2025-03-27,Resort,Udaipur,Very High,5,ac,32,9,16942,152478,1
551,2024-02-22,City,Bengaluru,Very High,normal,ac,96,6,1758,10548,0
552,2025-06-10,Resort,Coorg,High,4,nonac,84,3,4537,13611,1
553,2025-04-10,Resort,Udaipur,Very High,4,ac,28,5,6320,31600,1
554,2025-11-16,Resort,Manali,Very High,3,ac,22,7,4157,29099,0
555,2025-04-21,Resort,Goa,Very High,normal,ac,5,8,2229,17832,0
556,2025-11-03,City,Pune,High,4,nonac,3,8,4321,34568,0
557,2024-11-29,City,Kochi,Medium,4,ac,97,3,4956,14868,1
558,2025-05-14,City,Bhopal,Low,normal,nonac,81,5,272,1360,0
559,2025-01-06,Resort,Rishikesh,High,4,nonac,62,6,4084,24504,0
560,2025-06-11,Resort,Mussoorie,Medium,5,ac,51,5,5616,28080,0
561,2025-10-02,Resort,Mahabaleshwar,Medium,5,ac,99,5,6759,33795,1
562,2025-05-03,City,Lucknow,Medium,3,ac,75,8,2285,18280,0
563,2024-10-29,City,Chandigarh,Medium,normal,nonac,73,6,398,2388,0
564,2024-07-07,City,Chennai,High,3,ac,48,1,3606,3606,0
565,2025-09-16,City,Hyderabad,High,4,nonac,67,7,4401,30807,0
566,2025-03-10,Resort,Andaman Islands,High,5,ac,91,3,11886,35658,1
567,2025-12-30,City,Surat,Medium,5,nonac,23,4,5612,22448,0
568,2024-05-17,City,Pune,High,5,nonac,59,9,9170,82530,1
569,2024-09-13,Resort,Manali,Very High,4,ac,7,7,6348,44436,1
570,2025-04-03,City,Chandigarh,Medium,4,ac,51,6,4494,26964,1
571,2024-04-17,City,Chennai,High,normal,nonac,11,9,761,6849,0
572,2025-11-29,Resort,Rishikesh,High,3,ac,58,8,3615,28920,1
573,2024-09-16,City,Hyderabad,High,5,ac,41,9,9814,88326,1
574,2025-03-20,Resort,Mahabaleshwar,Medium,4,ac,47,3,4386,13158,0
575,2024-10-06,Resort,Manali,Very High,3,nonac,99,8,2960,23680,0
576,2025-02-24,Resort,Andaman Islands,High,normal,ac,57,2,1020,2040,0
577,2025-09-26,City,Delhi,Very High,normal,ac,42,6,1861,11166,0
578,2024-07-30,Resort,Coorg,High,3,ac,83,9,2728,24552,0
579,2024-01-17,City,Pune,High,5,ac,74,6,10848,65088,1
580,2024-02-12,City,Kolkata,High,normal,ac,28,9,1215,10935,1
581,2025-12-30,City,Ahmedabad,Medium,normal,ac,46,5,750,3750,1
582,2025-06-01,Resort,Goa,Very High,4,ac,73,5,5523,27615,0
583,2025-12-08,City,Mumbai,Very High,3,ac,69,6,3599,21594,1
584,2025-01-20,City,Hyderabad,High,normal,ac,92,3,1173,3519,1
585,2024-06-03,Resort,Andaman Islands,High,normal,ac,83,1,1010,1010,0
586,2024-06-15,City,Kolkata,High,3,nonac,15,5,1659,8295,0
587,2025-11-15,City,Jaipur,Medium,3,ac,48,9,1520,13680,0
588,2025-06-15,City,Bengaluru,Very High,5,ac,61,8,11031,88248,0
589,2024-09-24,City,Bengaluru,Very High,3,ac,50,2,4040,8080,0
590,2025-06-13,City,Kolkata,High,4,ac,46,8,7044,56352,1
591,2024-11-20,City,Delhi,Very High,normal,ac,53,2,2056,4112,1
592,2025-06-11,Resort,Udaipur,Very High,4,ac,27,5,6486,32430,0
593,2024-10-02,City,Mumbai,Very High,4,ac,65,6,8632,51792,0
594,2025-10-13,City,Delhi,Very High,normal,ac,54,4,1369,5476,1
595,2025-05-09,Resort,Goa,Very High,4,ac,28,4,6867,27468,1
596,2024-06-15,City,Bengaluru,Very High,normal,nonac,4,8,1556,12448,1
597,2024-03-16,Resort,Andaman Islands,High,3,nonac,13,9,2514,22626,0
598,2024-12-10,City,Delhi,Very High,4,nonac,60,2,6415,12830,1
599,2024-03-25,City,Bengaluru,Very High,4,ac,59,7,8170,57190,1
600,2024-06-27,City,Chandigarh,Medium,5,ac,79,1,9609,9609,1
601,2024-04-23,City,Pune,High,5,ac,63,8,7746,61968,0
602,2025-04-24,City,Pune,High,4,ac,44,9,4872,43848,0
603,2025-01-12,City,Bengaluru,Very High,5,ac,12,8,13568,108544,0
604,2025-01-17,City,Ahmedabad,Medium,normal,nonac,45,5,576,2880,1
605,2025-01-22,City,Surat,Medium,3,nonac,12,4,1258,5032,1
606,2024-12-02,City,Lucknow,Medium,normal,ac,32,2,1018,2036,1
607,2024-09-02,City,Kolkata,High,normal,ac,53,2,1470,2940,1
608,2025-06-12,City,Hyderabad,High,3,ac,89,8,2052,16416,0
609,2025-08-04,City,Delhi,Very High,5,ac,82,8,12853,102824,0
610,2024-09-26,Resort,Ooty,High,3,ac,64,8,2674,21392,1
611,2025-04-09,City,Chennai,High,4,ac,31,1,5632,5632,0
612,2024-10-01,Resort,Goa,Very High,3,ac,76,6,3870,23220,0
613,2025-01-20,Resort,Shimla,Very High,4,ac,18,3,5792,17376,1
614,2024-01-02,City,Chandigarh,Medium,4,ac,6,9,4759,42831,1
615,2024-09-26,Resort,Ooty,High,3,ac,3,1,3631,3631,0
616,2025-03-25,Resort,Coorg,High,5,ac,13,9,10216,91944,1
617,2025-06-27,City,Bengaluru,Very High,normal,ac,61,8,2058,16464,1
618,2024-05-23,City,Chennai,High,5,ac,70,1,12285,12285,1
619,2025-01-25,Resort,Coorg,High,normal,ac,12,6,951,5706,0
620,2025-08-06,Resort,Andaman Islands,High,3,ac,7,7,3345,23415,0
621,2025-11-02,City,Hyderabad,High,5,ac,85,5,8369,41845,0
622,2024-05-22,City,Kolkata,High,4,ac,54,7,6392,44744,1
623,2024-03-01,City,Pune,High,3,ac,4,9,2771,24939,0
624,2024-09-01,City,Bengaluru,Very High,4,ac,96,3,7639,22917,1
625,2024-09-24,Resort,Udaipur,Very High,3,nonac,12,5,2893,14465,0
626,2025-10-12,City,Ahmedabad,Medium,normal,ac,61,2,804,1608,1
627,2024-04-30,City,Hyderabad,High,3,ac,71,6,2970,17820,0
628,2025-01-24,Resort,Mahabaleshwar,Medium,normal,ac,43,5,768,3840,0
629,2024-07-18,City,Delhi,Very High,5,ac,30,5,14605,73025,1
630,2024-10-03,City,Kochi,Medium,5,nonac,51,9,3858,34722,0
631,2025-06-28,Resort,Ooty,High,3,nonac,19,3,1417,4251,0
632,2024-04-28,Resort,Manali,Very High,4,ac,97,2,8535,17070,0
633,2025-06-29,City,Kochi,Medium,normal,nonac,29,1,580,580,0
634,2024-11-17,City,Pune,High,normal,nonac,45,7,796,5572,0
635,2025-06-01,City,Hyderabad,High,4,nonac,76,7,2972,20804,0
636,2024-03-21,City,Kolkata,High,3,ac,21,9,2026,18234,0
637,2025-10-25,City,Hyderabad,High,normal,nonac,67,8,782,6256,1
638,2024-07-12,City,Jaipur,Medium,4,ac,23,5,4379,21895,1
639,2024-11-09,City,Jaipur,Medium,5,nonac,78,1,6084,6084,0
640,2024-08-13,City,Bhopal,Low,3,nonac,63,5,1148,5740,1
641,2025-08-08,City,Surat,Medium,3,ac,61,9,2599,23391,0
642,2025-02-22,City,Chennai,High,3,nonac,61,4,2418,9672,1
643,2024-07-24,City,Bhopal,Low,4,nonac,87,3,2590,7770,1
644,2025-05-27,City,Bengaluru,Very High,4,ac,76,7,6897,48279,0
645,2025-01-13,City,Mumbai,Very High,5,ac,18,1,11497,11497,1
646,2025-07-17,Resort,Goa,Very High,5,nonac,45,5,10045,50225,1
647,2024-04-28,Resort,Shimla,Very High,5,ac,26,2,15222,30444,1
648,2024-10-06,Resort,Manali,Very High,4,nonac,97,5,4940,24700,0
649,2025-09-01,Resort,Andaman Islands,High,3,ac,17,4,2760,11040,0
650,2025-02-20,City,Mumbai,Very High,4,ac,19,5,7844,39220,0
651,2024-07-15,City,Hyderabad,High,4,ac,17,7,6395,44765,1
652,2025-05-06,City,Surat,Medium,normal,nonac,73,6,546,3276,0
653,2024-05-09,Resort,Lonavala,Medium,3,ac,12,9,1997,17973,0
654,2025-07-25,Resort,Coorg,High,normal,ac,41,1,1207,1207,0
655,2025-05-25,City,Surat,Medium,5,nonac,7,3,7121,21363,1
656,2024-08-19,City,Pune,High,3,ac,66,7,3214,22498,0
657,2025-04-21,City,Bengaluru,Very High,4,nonac,3,9,5004,45036,0
658,2025-08-18,City,Delhi,Very High,3,ac,53,5,3586,17930,1
659,2024-01-19,Resort,Manali,Very High,4,nonac,36,2,6105,12210,0
660,2025-07-09,Resort,Mahabaleshwar,Medium,normal,ac,73,4,739,2956,0
661,2025-08-31,City,Kolkata,High,4,ac,54,8,6030,48240,0
662,2025-08-22,Resort,Shimla,Very High,normal,nonac,92,1,966,966,0
663,2025-12-15,Resort,Shimla,Very High,3,ac,40,4,3276,13104,1
664,2025-08-03,City,Lucknow,Medium,normal,ac,69,8,607,4856,1
665,2024-08-05,City,Surat,Medium,3,ac,23,7,1835,12845,1
666,2025-07-24,City,Hyderabad,High,4,ac,6,5,4939,24695,0
667,2024-10-21,City,Hyderabad,High,4,ac,41,9,4472,40248,0
668,2024-10-26,City,Bhopal,Low,normal,nonac,92,2,351,702,0
669,2025-12-27,City,Delhi,Very High,3,ac,35,4,4254,17016,0
670,2024-12-26,City,Mumbai,Very High,5,nonac,33,6,9658,57948,0
671,2024-07-27,City,Delhi,Very High,4,ac,22,6,7261,43566,0
672,2025-12-27,Resort,Shimla,Very High,normal,nonac,4,8,890,7120,1
673,2025-11-04,City,Bhopal,Low,3,ac,91,5,1550,7750,0
674,2025-11-03,City,Kochi,Medium,3,ac,36,5,1920,9600,0
675,2024-05-02,City,Pune,High,normal,ac,59,4,978,3912,0
676,2025-11-20,Resort,Kasauli,Medium,4,nonac,37,9,2768,24912,0
677,2025-06-02,City,Kochi,Medium,4,ac,84,6,3952,23712,0
678,2024-05-01,City,Mumbai,Very High,normal,nonac,58,1,1112,1112,1
679,2024-03-06,Resort,Goa,Very High,3,nonac,32,4,2076,8304,0
680,2024-03-02,Resort,Mussoorie,Medium,4,ac,99,4,3763,15052,1
681,2025-08-05,Resort,Manali,Very High,3,nonac,15,4,2099,8396,0
682,2024-11-25,City,Mumbai,Very High,normal,ac,97,6,1645,9870,0
683,2024-01-31,City,Surat,Medium,4,ac,60,9,4723,42507,0
684,2024-02-05,Resort,Munnar,High,normal,ac,20,3,1017,3051,0
685,2025-09-17,Resort,Goa,Very High,4,nonac,23,4,4302,17208,0
686,2025-12-21,Resort,Munnar,High,5,ac,98,5,12450,62250,0
687,2024-10-07,Resort,Shimla,Very High,5,ac,22,3,15980,47940,1
688,2024-03-18,City,Jaipur,Medium,3,ac,8,4,2343,9372,0
689,2024-05-30,Resort,Manali,Very High,4,nonac,9,9,3614,32526,1
690,2024-05-05,City,Kolkata,High,5,ac,67,7,14243,99701,0
691,2024-09-11,City,Jaipur,Medium,normal,ac,43,4,743,2972,0
692,2025-08-02,City,Mumbai,Very High,normal,ac,90,4,1295,5180,0
693,2024-01-21,City,Kolkata,High,3,ac,19,4,2419,9676,0
694,2025-04-20,City,Delhi,Very High,5,ac,13,9,17233,155097,0
695,2025-03-06,City,Delhi,Very High,3,ac,94,4,4499,17996,0
696,2025-06-07,Resort,Munnar,High,3,ac,39,2,2391,4782,1
697,2024-05-23,City,Kolkata,High,4,ac,28,2,6688,13376,1
698,2025-04-08,Resort,Manali,Very High,3,nonac,87,6,1752,10512,0
699,2024-04-17,City,Mumbai,Very High,normal,nonac,35,4,1429,5716,0
700,2024-01-22,City,Jaipur,Medium,3,ac,56,8,1554,12432,0
701,2025-03-23,City,Pune,High,4,ac,59,6,4892,29352,0
702,2025-11-24,City,Chennai,High,4,ac,99,8,6833,54664,0
703,2025-11-30,City,Mumbai,Very High,4,nonac,25,2,5804,11608,0
704,2025-11-14,City,Bengaluru,Very High,3,nonac,64,4,1910,7640,0
705,2024-07-26,City,Bengaluru,Very High,5,ac,93,4,13394,53576,0
706,2024-07-04,Resort,Udaipur,Very High,3,ac,82,3,3215,9645,0
707,2025-10-13,City,Kolkata,High,3,ac,45,4,3358,13432,0
708,2024-07-25,Resort,Udaipur,Very High,4,nonac,34,3,4201,12603,1
709,2025-07-29,City,Bhopal,Low,4,ac,44,8,3095,24760,0
710,2025-03-03,Resort,Manali,Very High,4,ac,75,1,5089,5089,0
711,2025-02-18,Resort,Mahabaleshwar,Medium,normal,ac,53,9,994,8946,1
712,2024-10-24,Resort,Lonavala,Medium,3,ac,98,9,2384,21456,1
713,2024-04-18,City,Jaipur,Medium,normal,ac,7,2,934,1868,0
714,2024-03-06,City,Bengaluru,Very High,3,nonac,15,8,2154,17232,0
715,2024-12-01,City,Kolkata,High,3,ac,43,3,3596,10788,1
716,2024-04-01,Resort,Shimla,Very High,4,nonac,84,6,4653,27918,0
717,2024-07-01,Resort,Udaipur,Very High,3,ac,38,9,2803,25227,0
718,2025-02-13,Resort,Goa,Very High,normal,nonac,78,3,1405,4215,0
719,2025-05-27,City,Delhi,Very High,3,ac,74,2,3398,6796,1
720,2025-05-13,Resort,Lonavala,Medium,3,ac,41,6,1602,9612,0
721,2024-08-29,Resort,Ooty,High,4,nonac,28,7,2952,20664,1
722,2025-07-16,City,Pune,High,5,ac,16,3,11660,34980,0
